provider,category,uuid,dimension_a,dimension_b,price,weight,material,finishing,palette,main_color,main_color_frequency,img_info_percentage
toppstiles,natural stone tile,0409ce19-b53f-4315-916a-bde8cd295777,33.83,9.44,18.52,0.57,glass,matt,"[array([70.  , 66.  , 65.  ,  0.19]), array([84.  , 81.  , 83.  ,  0.39]), array([102.  ,  97.  ,  98.  ,   0.26]), array([119.  , 113.  , 114.  ,   0.15]), array([222., 222., 220.,   0.])]",[84. 81. 83.],0.39,0.998
toppstiles,natural stone tile,79e1ecf7-4dcb-4aeb-b6a0-ea1489f00833,24.98,33.35,42.57,0.13,wood,matt,"[array([147.  , 134.  , 123.  ,   0.24]), array([164.  , 152.  , 142.  ,   0.32]), array([180.  , 169.  , 160.  ,   0.26]), array([1.99e+02, 1.93e+02, 1.88e+02, 1.40e-01]), array([2.46e+02, 2.44e+02, 2.41e+02, 4.00e-02])]",[164. 152. 142.],0.32,0.9940000000000001
toppstiles,natural stone tile,03ea4b98-2933-430d-a310-a809f1cf2c7e,21.45,11.66,23.78,0.44,wood,gloss,"[array([1.82e+02, 1.80e+02, 1.76e+02, 3.00e-02]), array([2.07e+02, 2.05e+02, 2.04e+02, 1.80e-01]), array([221.  , 220.  , 219.  ,   0.36]), array([232.  , 232.  , 231.  ,   0.35]), array([2.5e+02, 2.5e+02, 2.5e+02, 8.0e-02])]",[221. 220. 219.],0.36,0.9890000000000001
toppstiles,natural stone tile,7aea5a23-75dd-4326-a910-efe39796bb93,19.39,29.48,12.74,0.91,porcelain,gloss,"[array([139.  ,  69.  ,  51.  ,   0.15]), array([163.  ,  98.  ,  76.  ,   0.37]), array([181.  , 125.  , 101.  ,   0.34]), array([1.95e+02, 1.53e+02, 1.34e+02, 1.10e-01]), array([2.39e+02, 2.31e+02, 2.28e+02, 3.00e-02])]",[163.  98.  76.],0.37,0.9940000000000001
toppstiles,natural stone tile,2bfdaf0f-b749-40e3-95b3-e0d80bb02bc4,22.58,20.96,13.94,1.14,quartz,gloss,"[array([2.02e+02, 1.95e+02, 1.84e+02, 1.40e-01]), array([210.  , 203.  , 193.  ,   0.33]), array([217.  , 211.  , 200.  ,   0.33]), array([2.26e+02, 2.20e+02, 2.09e+02, 1.60e-01]), array([2.51e+02, 2.50e+02, 2.47e+02, 3.00e-02])]",[210. 203. 193.],0.33,0.995
toppstiles,natural stone tile,13604d1e-5d59-4e98-b9ef-064b4a4e4370,32.1,34.32,27.05,1.6,marble,gloss,"[array([136. , 136. , 142. ,   0.2]), array([155.  , 155.  , 160.  ,   0.36]), array([174.  , 174.  , 179.  ,   0.26]), array([2.02e+02, 2.02e+02, 2.05e+02, 1.30e-01]), array([2.46e+02, 2.46e+02, 2.46e+02, 5.00e-02])]",[155. 155. 160.],0.36,0.992
toppstiles,natural stone tile,adc798d7-84fb-4654-ae43-108440644f80,41.83,31.41,21.77,0.96,granite,matt,"[array([86.  , 78.  , 69.  ,  0.16]), array([119.  , 107.  ,  94.  ,   0.33]), array([148.  , 140.  , 130.  ,   0.27]), array([178.  , 178.  , 177.  ,   0.18]), array([2.17e+02, 2.23e+02, 2.29e+02, 5.00e-02])]",[119. 107.  94.],0.33,0.996
toppstiles,natural stone tile,0e2ae8d0-2622-4a89-abb5-41d244715c35,19.64,19.55,27.45,1.04,limestone,matt,"[array([62.  , 59.  , 53.  ,  0.15]), array([114.  , 106.  ,  93.  ,   0.22]), array([152.  , 149.  , 143.  ,   0.32]), array([196. , 195. , 192. ,   0.3]), array([2.37e+02, 2.31e+02, 2.70e+01, 1.00e-02])]",[152. 149. 143.],0.32,0.997
toppstiles,natural stone tile,403c3811-e951-4b56-8fbb-0473e2e21fd7,21.96,14.23,35.93,0.66,quartz,gloss,"[array([9.9e+01, 8.3e+01, 7.1e+01, 1.0e-02]), array([1.67e+02, 1.52e+02, 1.41e+02, 4.00e-02]), array([2.09e+02, 1.90e+02, 1.76e+02, 2.00e-01]), array([227.  , 211.  , 200.  ,   0.45]), array([239.  , 229.  , 223.  ,   0.29])]",[227. 211. 200.],0.45,0.995
toppstiles,natural stone tile,d9860e8c-7554-45dd-b5ac-3c6ff269a514,28.13,24.11,36.59,1.14,stone,matt,"[array([56.  , 41.  , 29.  ,  0.17]), array([1.20e+02, 1.08e+02, 9.60e+01, 1.00e-01]), array([161.  , 151.  , 142.  ,   0.22]), array([190.  , 189.  , 188.  ,   0.36]), array([2.22e+02, 2.23e+02, 2.25e+02, 1.60e-01])]",[190. 189. 188.],0.36,0.997
toppstiles,natural stone tile,7c1114a4-98d3-4141-a813-584955dc3c75,7.49,16.84,35.47,1.11,porcelain,gloss,"[array([185.  , 157.  , 128.  ,   0.24]), array([197.  , 170.  , 144.  ,   0.37]), array([208.  , 185.  , 161.  ,   0.23]), array([2.34e+02, 2.23e+02, 2.10e+02, 2.00e-02]), array([2.53e+02, 2.53e+02, 2.52e+02, 1.30e-01])]",[197. 170. 144.],0.37,0.99
toppstiles,natural stone tile,abc13538-103d-46db-9e95-99edea58c1ca,30.27,28.83,18.79,0.63,marble,gloss,"[array([23.  , 24.  , 21.  ,  0.16]), array([44.  , 47.  , 46.  ,  0.41]), array([60.  , 63.  , 62.  ,  0.32]), array([84. , 86. , 83. ,  0.1]), array([1.41e+02, 1.43e+02, 1.34e+02, 1.00e-02])]",[44. 47. 46.],0.41,0.998
toppstiles,natural stone tile,ff379f33-3adf-4477-aebf-e305d8dced59,22.5,39.49,0.21,0.72,stone,gloss,"[array([58.  , 46.  , 40.  ,  0.14]), array([106.  ,  90.  ,  78.  ,   0.24]), array([142.  , 129.  , 120.  ,   0.29]), array([174. , 167. , 162. ,   0.2]), array([2.13e+02, 2.10e+02, 2.12e+02, 1.30e-01])]",[142. 129. 120.],0.29,0.998
toppstiles,natural stone tile,f8c77976-be53-414e-8b15-d0edd278d8df,25.31,31.76,9.79,1.21,wood,matt,"[array([154.  , 146.  , 138.  ,   0.16]), array([174.  , 166.  , 157.  ,   0.28]), array([190.  , 181.  , 173.  ,   0.33]), array([2.05e+02, 1.97e+02, 1.89e+02, 2.00e-01]), array([2.39e+02, 2.37e+02, 2.34e+02, 2.00e-02])]",[190. 181. 173.],0.33,0.996
toppstiles,natural stone tile,ac9dc058-b2d2-41eb-9b2c-0a15147c4fa1,22.97,29.46,44.98,0.74,quartz,gloss,"[array([2.17e+02, 2.20e+02, 2.18e+02, 1.10e-01]), array([223.  , 226.  , 223.  ,   0.29]), array([228.  , 230.  , 226.  ,   0.28]), array([233.  , 234.  , 230.  ,   0.28]), array([2.51e+02, 2.51e+02, 2.51e+02, 5.00e-02])]",[223. 226. 223.],0.29,0.992
toppstiles,natural stone tile,58eb6b4d-f41d-4270-a44a-5fd5059c9655,35.08,22.33,15.9,0.62,granite,gloss,"[array([49.  , 47.  , 45.  ,  0.23]), array([86. , 83. , 81. ,  0.2]), array([144.  , 136.  , 129.  ,   0.15]), array([1.82e+02, 1.74e+02, 1.68e+02, 1.80e-01]), array([219.  , 211.  , 204.  ,   0.24])]",[219. 211. 204.],0.24,0.998
toppstiles,natural stone tile,8f2bf908-2516-4c82-9d8a-6fd71422bcfa,25.31,19.18,35.81,1.18,ceramic,matt,"[array([1.37e+02, 1.34e+02, 1.31e+02, 4.00e-02]), array([1.98e+02, 1.93e+02, 1.87e+02, 1.10e-01]), array([2.21e+02, 2.20e+02, 2.18e+02, 2.00e-01]), array([235.  , 235.  , 234.  ,   0.34]), array([248. , 248. , 247. ,   0.3])]",[235. 235. 234.],0.34,0.991
toppstiles,natural stone tile,a8f62d6c-afba-4339-b276-064d72d390ac,28.04,38.26,29.12,0.45,granite,gloss,"[array([2.12e+02, 2.05e+02, 2.01e+02, 1.10e-01]), array([220.  , 213.  , 209.  ,   0.27]), array([226.  , 219.  , 215.  ,   0.31]), array([230.  , 225.  , 221.  ,   0.27]), array([2.50e+02, 2.50e+02, 2.48e+02, 4.00e-02])]",[226. 219. 215.],0.31,0.9890000000000001
toppstiles,natural stone tile,c53ff5aa-ea04-4fd0-a6d8-ff9486d6ea31,1.76,22.12,25.57,1.21,terracotta,gloss,"[array([31.  , 30.  , 20.  ,  0.11]), array([ 92.  , 102.  ,  85.  ,   0.14]), array([138.  , 143.  , 130.  ,   0.25]), array([184.  , 182.  , 168.  ,   0.26]), array([217.  , 219.  , 214.  ,   0.23])]",[184. 182. 168.],0.26,0.9940000000000001
toppstiles,natural stone tile,a70c7da2-234f-4302-9bff-0474a5199f6b,37.5,37.93,37.46,1.39,ceramic,gloss,"[array([45.  , 35.  , 22.  ,  0.21]), array([53.  , 41.  , 26.  ,  0.33]), array([59.  , 46.  , 31.  ,  0.34]), array([67.  , 54.  , 39.  ,  0.11]), array([1.0e+02, 9.4e+01, 8.2e+01, 1.0e-02])]",[59. 46. 31.],0.34,0.998
toppstiles,natural stone tile,c3eb6452-2a56-4741-9993-c424d415966c,30.73,13.27,35.61,0.73,wood,matt,"[array([97.  , 94.  , 91.  ,  0.16]), array([119.  , 114.  , 109.  ,   0.42]), array([138.  , 130.  , 123.  ,   0.35]), array([1.72e+02, 1.71e+02, 1.68e+02, 2.00e-02]), array([2.49e+02, 2.49e+02, 2.48e+02, 4.00e-02])]",[119. 114. 109.],0.42,0.991
toppstiles,natural stone tile,5e905e3d-335c-4ee0-8532-84241667ebf3,26.4,35.31,21.55,0.74,marble,gloss,"[array([2.01e+02, 1.91e+02, 1.83e+02, 1.30e-01]), array([2.12e+02, 2.01e+02, 1.93e+02, 2.00e-01]), array([220.  , 208.  , 198.  ,   0.34]), array([228.  , 214.  , 203.  ,   0.31]), array([2.50e+02, 2.47e+02, 2.44e+02, 2.00e-02])]",[220. 208. 198.],0.34,0.996
toppstiles,natural stone tile,ae8122b5-944c-455b-a876-043cc594c22e,9.21,23.87,40.08,1.59,porcelain,gloss,"[array([53.  , 47.  , 23.  ,  0.07]), array([1.4e+02, 9.6e+01, 6.3e+01, 1.3e-01]), array([1.67e+02, 1.38e+02, 1.09e+02, 1.50e-01]), array([190.  , 180.  , 161.  ,   0.31]), array([212.  , 207.  , 192.  ,   0.33])]",[212. 207. 192.],0.33,0.9940000000000001
toppstiles,natural stone tile,b861a20c-e1f3-4528-8095-e4788e26a3f0,19.14,20.72,38.1,1.28,quartz,matt,"[array([86.  , 78.  , 66.  ,  0.32]), array([102.  ,  92.  ,  78.  ,   0.37]), array([116.  , 107.  ,  93.  ,   0.26]), array([1.37e+02, 1.28e+02, 1.17e+02, 4.00e-02]), array([2.44e+02, 2.43e+02, 2.40e+02, 1.00e-02])]",[102.  92.  78.],0.37,0.997
toppstiles,natural stone tile,d6036fcd-eb5b-45dc-93b7-3d7428460813,16.9,9.02,40.7,1.01,marble,matt,"[array([60. , 57. , 43. ,  0.1]), array([110.  , 114.  ,  95.  ,   0.23]), array([156.  , 152.  , 140.  ,   0.21]), array([196.  , 191.  , 186.  ,   0.28]), array([2.31e+02, 2.29e+02, 2.25e+02, 1.80e-01])]",[196. 191. 186.],0.28,0.997
toppstiles,natural stone tile,c1005ae8-1e8c-4c04-8371-ea02be45ce72,34.26,14.02,32.61,0.59,wood,matt,"[array([60. , 44. , 42. ,  0.1]), array([110.  , 105.  , 104.  ,   0.17]), array([142. , 140. , 143. ,   0.3]), array([173.  , 173.  , 176.  ,   0.27]), array([2.06e+02, 2.08e+02, 2.09e+02, 1.70e-01])]",[142. 140. 143.],0.3,0.997
toppstiles,natural stone tile,a4116c74-f4ce-4917-bfdb-43f7baf4d7c3,25.7,33.52,37.64,1.52,marble,gloss,"[array([33.  , 18.  , 10.  ,  0.14]), array([91.  , 76.  , 63.  ,  0.22]), array([153.  , 132.  , 106.  ,   0.23]), array([195.  , 179.  , 154.  ,   0.24]), array([2.38e+02, 2.29e+02, 2.20e+02, 1.60e-01])]",[195. 179. 154.],0.24,0.998
toppstiles,natural stone tile,acee804a-23a1-48b2-9e59-982b9f4b2d92,28.16,33.21,32.88,1.2,quartz,gloss,"[array([64.  , 40.  , 26.  ,  0.09]), array([105.  ,  78.  ,  62.  ,   0.12]), array([1.54e+02, 1.37e+02, 1.24e+02, 1.40e-01]), array([177.  , 162.  , 151.  ,   0.38]), array([196.  , 182.  , 172.  ,   0.26])]",[177. 162. 151.],0.38,0.998
toppstiles,natural stone tile,f7c9683a-3aaf-4648-8a00-ba5479bf24b0,37.6,19.42,27.83,0.73,marble,gloss,"[array([15.  , 15.  , 17.  ,  0.35]), array([49.  , 49.  , 50.  ,  0.32]), array([87.  , 88.  , 88.  ,  0.14]), array([1.34e+02, 1.33e+02, 1.33e+02, 1.30e-01]), array([2.15e+02, 2.14e+02, 2.14e+02, 6.00e-02])]",[15. 15. 17.],0.35,0.998
toppstiles,natural stone tile,923b3976-ecd9-4e1f-8b28-6644941e5dd4,27.63,35.3,23.87,1.37,terracotta,gloss,"[array([2.07e+02, 1.98e+02, 1.96e+02, 1.70e-01]), array([213.  , 205.  , 202.  ,   0.33]), array([218.  , 211.  , 208.  ,   0.31]), array([2.25e+02, 2.17e+02, 2.15e+02, 1.50e-01]), array([2.48e+02, 2.47e+02, 2.45e+02, 4.00e-02])]",[213. 205. 202.],0.33,0.991
toppstiles,natural stone tile,173aa57a-d4f9-4af2-a2e9-4120f2c34761,32.89,42.22,17.75,1.25,wood,gloss,"[array([68.  , 50.  , 32.  ,  0.17]), array([115.  , 109.  , 103.  ,   0.17]), array([159.  , 118.  ,  44.  ,   0.26]), array([174.  , 162.  , 144.  ,   0.26]), array([2.11e+02, 2.09e+02, 2.09e+02, 1.40e-01])]",[159. 118.  44.],0.26,0.998
toppstiles,natural stone tile,2c5060b7-1f95-44ce-a6ec-fa5b6416bf0d,28.74,10.6,16.71,0.82,terracotta,matt,"[array([1.21e+02, 1.12e+02, 8.10e+01, 5.00e-02]), array([1.61e+02, 1.41e+02, 1.08e+02, 9.00e-02]), array([1.78e+02, 1.65e+02, 1.39e+02, 1.50e-01]), array([193. , 185. , 167. ,   0.3]), array([214.  , 207.  , 192.  ,   0.41])]",[214. 207. 192.],0.41,0.997
toppstiles,natural stone tile,8126e1e6-bca0-41a9-808c-8258835cb693,29.96,45.7,35.58,0.89,stone,gloss,"[array([40.  , 43.  , 48.  ,  0.28]), array([1.20e+02, 1.13e+02, 1.01e+02, 8.00e-02]), array([163.  , 154.  , 139.  ,   0.27]), array([199.  , 191.  , 175.  ,   0.25]), array([2.23e+02, 2.17e+02, 2.05e+02, 1.10e-01])]",[40. 43. 48.],0.28,0.998
toppstiles,natural stone tile,fba72fc1-aaec-4d74-9b85-214000385f94,25.08,18.15,41.78,0.42,porcelain,matt,"[array([6.7e+01, 6.1e+01, 5.5e+01, 5.0e-02]), array([117.  , 114.  , 108.  ,   0.12]), array([155.  , 153.  , 148.  ,   0.24]), array([184.  , 184.  , 180.  ,   0.28]), array([207.  , 207.  , 203.  ,   0.32])]",[207. 207. 203.],0.32,0.998
toppstiles,natural stone tile,1afacd97-7313-4ed2-aae4-b1b52363539e,16.19,17.49,25.95,0.96,porcelain,matt,"[array([50.  , 50.  , 45.  ,  0.06]), array([1.28e+02, 1.25e+02, 1.14e+02, 1.10e-01]), array([175.  , 172.  , 161.  ,   0.28]), array([204.  , 202.  , 194.  ,   0.35]), array([2.31e+02, 2.34e+02, 2.29e+02, 2.00e-01])]",[204. 202. 194.],0.35,0.998
toppstiles,natural stone tile,9ca4f464-239e-4d77-aba1-9646104a671c,13.74,27.32,17.03,1.32,wood,gloss,"[array([74.  , 79.  , 76.  ,  0.14]), array([127.  , 129.  , 129.  ,   0.26]), array([177.  , 175.  , 169.  ,   0.21]), array([203.  , 205.  , 201.  ,   0.27]), array([2.35e+02, 2.39e+02, 2.40e+02, 1.30e-01])]",[203. 205. 201.],0.27,0.998
toppstiles,natural stone tile,2c40b69e-f5d7-48b0-8337-8dac7d111e44,35.64,22.08,14.15,0.47,glass,gloss,"[array([42.  , 25.  , 21.  ,  0.37]), array([74.  , 67.  , 58.  ,  0.31]), array([127.  , 109.  ,  79.  ,   0.13]), array([1.70e+02, 1.57e+02, 1.35e+02, 1.30e-01]), array([2.36e+02, 2.25e+02, 1.50e+02, 5.00e-02])]",[42. 25. 21.],0.37,0.996
toppstiles,natural stone tile,5d5279e9-7304-4b71-813a-e44ddf29177f,22.94,33.48,26.1,1.02,limestone,matt,"[array([56.  , 38.  , 22.  ,  0.16]), array([118.  ,  92.  ,  64.  ,   0.12]), array([170.  , 149.  , 117.  ,   0.19]), array([198.  , 187.  , 168.  ,   0.34]), array([2.33e+02, 2.24e+02, 2.11e+02, 1.90e-01])]",[198. 187. 168.],0.34,0.998
toppstiles,natural stone tile,227f3c6d-f755-40cc-a03a-8e3067b72c7b,0.89,23.29,33.0,0.86,glass,matt,"[array([91. , 45. , 30. ,  0.3]), array([121.  ,  90.  ,  78.  ,   0.18]), array([1.9e+02, 9.7e+01, 5.9e+01, 1.1e-01]), array([156.  , 135.  , 122.  ,   0.25]), array([2.07e+02, 1.91e+02, 1.72e+02, 1.60e-01])]",[91. 45. 30.],0.3,0.997
toppstiles,natural stone tile,6d203315-067c-48a6-9e6f-4dd395af8b3f,32.6,1.92,54.3,0.03,porcelain,gloss,"[array([50.  , 49.  , 49.  ,  0.07]), array([1.28e+02, 1.26e+02, 1.24e+02, 1.20e-01]), array([165.  , 162.  , 159.  ,   0.22]), array([200.  , 198.  , 194.  ,   0.31]), array([230.  , 228.  , 225.  ,   0.28])]",[200. 198. 194.],0.31,0.998
toppstiles,natural stone tile,e6e49926-6d59-453e-a95f-d579ec1a7155,30.98,31.35,21.61,1.56,stone,gloss,"[array([34.  , 32.  , 23.  ,  0.06]), array([97.  , 87.  , 71.  ,  0.23]), array([132. , 124. , 109. ,   0.3]), array([169.  , 158.  , 143.  ,   0.26]), array([2.05e+02, 2.00e+02, 1.98e+02, 1.50e-01])]",[132. 124. 109.],0.3,0.9940000000000001
toppstiles,natural stone tile,4bed14c1-86ff-4922-ad1e-647c2a0b8ab6,4.93,28.42,31.14,2.33,porcelain,gloss,"[array([2.04e+02, 2.07e+02, 2.02e+02, 1.50e-01]), array([214. , 215. , 211. ,   0.3]), array([222.  , 222.  , 218.  ,   0.32]), array([2.30e+02, 2.30e+02, 2.27e+02, 1.80e-01]), array([2.51e+02, 2.51e+02, 2.50e+02, 5.00e-02])]",[222. 222. 218.],0.32,0.992
toppstiles,natural stone tile,7e7d861e-549d-410f-a4c4-b29134052384,16.98,23.37,34.95,0.92,limestone,gloss,"[array([71. , 69. , 64. ,  0.1]), array([127.  , 125.  , 119.  ,   0.18]), array([165.  , 161.  , 156.  ,   0.22]), array([197.  , 191.  , 185.  ,   0.34]), array([2.20e+02, 2.19e+02, 2.16e+02, 1.60e-01])]",[197. 191. 185.],0.34,0.9940000000000001
toppstiles,natural stone tile,587c41b5-e648-47da-add3-e1a24b3a3633,38.46,29.07,26.5,0.68,glass,matt,"[array([141. , 141. , 143. ,   0.2]), array([160.  , 160.  , 162.  ,   0.23]), array([174.  , 174.  , 175.  ,   0.45]), array([1.90e+02, 1.90e+02, 1.92e+02, 1.00e-01]), array([2.40e+02, 2.40e+02, 2.41e+02, 2.00e-02])]",[174. 174. 175.],0.45,0.995
toppstiles,natural stone tile,a0d903f5-c404-4c0b-8705-f8d7187dc598,47.77,21.34,28.38,0.04,glass,matt,"[array([1.79e+02, 1.62e+02, 1.32e+02, 1.40e-01]), array([190.  , 173.  , 146.  ,   0.32]), array([198.  , 182.  , 157.  ,   0.34]), array([2.05e+02, 1.92e+02, 1.72e+02, 1.80e-01]), array([2.49e+02, 2.47e+02, 2.43e+02, 2.00e-02])]",[198. 182. 157.],0.34,0.997
toppstiles,natural stone tile,4597ece4-6821-4d76-b227-304f6cfbff7e,23.19,27.88,19.24,0.76,terracotta,matt,"[array([83.  , 80.  , 74.  ,  0.24]), array([125.  , 120.  , 114.  ,   0.19]), array([153.  , 154.  , 158.  ,   0.28]), array([1.90e+02, 1.87e+02, 1.81e+02, 1.10e-01]), array([2.30e+02, 2.29e+02, 2.23e+02, 1.80e-01])]",[153. 154. 158.],0.28,0.998
toppstiles,natural stone tile,782b9433-3a16-45f9-adc8-678c16f979d1,25.22,36.28,55.53,1.53,marble,matt,"[array([23.  , 23.  , 20.  ,  0.29]), array([56.  , 54.  , 49.  ,  0.19]), array([114.  , 102.  ,  90.  ,   0.17]), array([158. , 157. , 154. ,   0.3]), array([2.14e+02, 2.07e+02, 2.06e+02, 5.00e-02])]",[158. 157. 154.],0.3,0.997
toppstiles,natural stone tile,bab634f3-6d86-4bd8-85e9-e314b59abb43,7.66,47.87,13.96,2.03,ceramic,matt,"[array([1.2e+02, 9.3e+01, 6.3e+01, 1.1e-01]), array([1.41e+02, 1.21e+02, 9.70e+01, 1.30e-01]), array([1.76e+02, 1.67e+02, 1.56e+02, 1.40e-01]), array([203.  , 197.  , 191.  ,   0.23]), array([220.  , 218.  , 214.  ,   0.39])]",[220. 218. 214.],0.39,0.9940000000000001
toppstiles,natural stone tile,5a761061-c555-4a4b-88fd-320b8d802981,22.46,18.72,42.38,0.77,porcelain,matt,"[array([6.5e+01, 6.2e+01, 4.3e+01, 5.0e-02]), array([1.28e+02, 1.27e+02, 1.16e+02, 1.10e-01]), array([156.  , 160.  , 156.  ,   0.28]), array([187.  , 193.  , 190.  ,   0.29]), array([209.  , 215.  , 211.  ,   0.27])]",[187. 193. 190.],0.29,0.998
toppstiles,natural stone tile,a5ae0de5-0205-4feb-8497-f07a7ad898e9,17.06,33.24,27.32,0.7,wood,matt,"[array([2.06e+02, 1.80e+02, 1.39e+02, 1.20e-01]), array([215.  , 191.  , 155.  ,   0.28]), array([220.  , 200.  , 168.  ,   0.35]), array([226.  , 209.  , 181.  ,   0.23]), array([2.49e+02, 2.45e+02, 2.36e+02, 2.00e-02])]",[220. 200. 168.],0.35,0.995
toppstiles,natural stone tile,8c2feb64-39c9-4869-a85e-d8346bc3933e,17.83,22.86,26.86,0.13,glass,gloss,"[array([1.02e+02, 8.30e+01, 6.60e+01, 5.00e-02]), array([162.  , 136.  , 110.  ,   0.17]), array([195.  , 166.  , 137.  ,   0.35]), array([220.  , 190.  , 162.  ,   0.37]), array([2.42e+02, 2.28e+02, 2.14e+02, 6.00e-02])]",[220. 190. 162.],0.37,0.996
toppstiles,natural stone tile,384ebdab-f9c7-4acc-8e68-2d5bd7875dbe,19.11,38.0,47.49,0.33,porcelain,gloss,"[array([35.  , 32.  , 32.  ,  0.08]), array([105.  , 102.  , 101.  ,   0.24]), array([137.  , 134.  , 133.  ,   0.25]), array([169.  , 167.  , 167.  ,   0.24]), array([2.03e+02, 2.08e+02, 2.14e+02, 1.90e-01])]",[137. 134. 133.],0.25,0.998
toppstiles,natural stone tile,2d3e7981-009a-4205-b2ee-c1e9ae464d38,23.46,4.25,36.7,1.15,marble,matt,"[array([91.  , 86.  , 79.  ,  0.25]), array([111.  , 105.  ,  94.  ,   0.45]), array([129.  , 123.  , 112.  ,   0.25]), array([1.81e+02, 1.81e+02, 1.78e+02, 3.00e-02]), array([2.44e+02, 2.44e+02, 2.44e+02, 2.00e-02])]",[111. 105.  94.],0.45,0.992
toppstiles,natural stone tile,6d804d5c-312e-4ac8-b632-966c72755200,24.21,15.15,21.2,0.88,limestone,gloss,"[array([97.  , 86.  , 71.  ,  0.11]), array([116.  , 103.  ,  97.  ,   0.31]), array([130.  , 119.  , 114.  ,   0.37]), array([147.  , 136.  , 132.  ,   0.18]), array([2.42e+02, 2.40e+02, 2.37e+02, 3.00e-02])]",[130. 119. 114.],0.37,0.9890000000000001
toppstiles,natural stone tile,3437dfe6-0112-48ce-b88e-8b1959c8de04,30.93,20.86,31.36,1.08,limestone,matt,"[array([1.43e+02, 1.32e+02, 1.22e+02, 1.20e-01]), array([159.  , 149.  , 140.  ,   0.32]), array([172.  , 163.  , 154.  ,   0.38]), array([1.86e+02, 1.77e+02, 1.70e+02, 1.50e-01]), array([2.34e+02, 2.32e+02, 2.29e+02, 3.00e-02])]",[172. 163. 154.],0.38,0.996
toppstiles,natural stone tile,4cf905e4-2be7-491a-860b-bd4a624bc4c2,18.96,16.04,18.56,1.6,stone,matt,"[array([8.4e+01, 7.4e+01, 6.6e+01, 3.0e-02]), array([1.77e+02, 1.56e+02, 1.41e+02, 1.40e-01]), array([203.  , 183.  , 169.  ,   0.35]), array([219.  , 203.  , 192.  ,   0.34]), array([2.38e+02, 2.31e+02, 2.25e+02, 1.40e-01])]",[203. 183. 169.],0.35,0.997
toppstiles,natural stone tile,c4107c21-802b-4bae-9d7c-b66f5adcdf93,13.53,27.95,28.61,0.91,granite,matt,"[array([79.  , 80.  , 84.  ,  0.23]), array([ 94.  ,  97.  , 100.  ,   0.39]), array([116.  , 117.  , 118.  ,   0.23]), array([1.42e+02, 1.43e+02, 1.41e+02, 1.20e-01]), array([2.34e+02, 2.34e+02, 2.35e+02, 3.00e-02])]",[ 94.  97. 100.],0.39,0.9940000000000001
toppstiles,natural stone tile,b56a2dfa-5e94-49e0-b83e-08bbc7788009,20.32,36.06,51.09,0.59,porcelain,gloss,"[array([40.  , 28.  , 23.  ,  0.08]), array([100.  ,  88.  ,  81.  ,   0.12]), array([129.  , 124.  , 121.  ,   0.35]), array([161.  , 158.  , 156.  ,   0.22]), array([193.  , 193.  , 192.  ,   0.22])]",[129. 124. 121.],0.35,0.998
toppstiles,natural stone tile,50631da1-db5b-4ccc-be2d-d5e371e88d89,29.39,20.75,22.13,2.1,ceramic,matt,"[array([68.  , 43.  , 32.  ,  0.11]), array([123.  ,  81.  ,  65.  ,   0.21]), array([130. , 131. , 125. ,   0.2]), array([162. , 164. , 159. ,   0.3]), array([1.97e+02, 1.97e+02, 1.94e+02, 1.80e-01])]",[162. 164. 159.],0.3,0.998
toppstiles,natural stone tile,8c09532f-cb63-4737-aeb4-85575ea0cf6f,13.19,16.39,26.93,1.17,ceramic,matt,"[array([86.  , 73.  , 49.  ,  0.13]), array([127.  , 113.  ,  86.  ,   0.21]), array([155.  , 145.  , 121.  ,   0.26]), array([184.  , 179.  , 165.  ,   0.28]), array([2.25e+02, 2.22e+02, 2.11e+02, 1.20e-01])]",[184. 179. 165.],0.28,0.998
toppstiles,natural stone tile,0e8543ac-a3f6-4c13-8e3a-e0ca42d5cb3e,24.67,22.05,32.64,1.44,limestone,matt,"[array([53.  , 42.  , 30.  ,  0.06]), array([116.  ,  99.  ,  89.  ,   0.17]), array([155.  , 143.  , 137.  ,   0.23]), array([189.  , 181.  , 176.  ,   0.32]), array([2.23e+02, 2.20e+02, 2.17e+02, 2.10e-01])]",[189. 181. 176.],0.32,0.998
toppstiles,natural stone tile,a384584f-c38e-4160-8dfa-22db57c9ea10,47.12,14.16,35.04,1.07,wood,matt,"[array([1.74e+02, 1.44e+02, 1.16e+02, 9.00e-02]), array([188.  , 158.  , 130.  ,   0.38]), array([196.  , 168.  , 143.  ,   0.37]), array([2.05e+02, 1.81e+02, 1.59e+02, 1.40e-01]), array([2.36e+02, 2.30e+02, 2.22e+02, 2.00e-02])]",[188. 158. 130.],0.38,0.9940000000000001
toppstiles,natural stone tile,8118e7b7-91bf-48a2-b097-a52d6dbf7007,27.29,18.63,42.21,1.1,limestone,gloss,"[array([2.36e+02, 2.28e+02, 2.25e+02, 1.50e-01]), array([240.  , 232.  , 228.  ,   0.32]), array([242.  , 234.  , 231.  ,   0.34]), array([2.45e+02, 2.39e+02, 2.35e+02, 1.60e-01]), array([2.51e+02, 2.49e+02, 2.48e+02, 4.00e-02])]",[242. 234. 231.],0.34,0.9940000000000001
